,Código do componente,Nome do componente,Link do componente,Docente,Horário,Local da aula,Carga horária,Tamanho da turma
6583,IDA0443,PRÁTICA DOCENTE EM PEDAGOGIA DO TEATRO PARA A INCLUSÃO ESCOLAR,,CESAR LIGNELLI,, SANTOS/SP,90h,25
6584,IDA0443,PRÁTICA DOCENTE EM PEDAGOGIA DO TEATRO PARA A INCLUSÃO ESCOLAR,,CESAR LIGNELLI,, VITÓRIA/ES,90h,20
6585,POL0002,ANALISE DE POLITICAS PÚBLICAS,,DENILSON BANDEIRA COELHO,Segunda-feira 19:00 às 21:40Sábado 08:55 às 11:50  , Sala de Seminários - Ipol,30h,50
6586,POL0003,ESTUDOS LEGISLATIVOS,,ANDRE BORGES DE CARVALHO,Sexta-feira 14:00 às 17:50  , Presencial,60h,50
6587,POL0005,METODOLOGIA DE PESQUISA,,FREDERICO BERTHOLINI SANTOS RODRIGUES,Segunda-feira 19:00 às 21:40Sábado 08:55 às 11:50  , Sala de Seminários - Ipol,30h,50
6588,POL0005,PRÁTICA DE ENSINO EM INTRODUÇÃO À CIÊNCIA POLÍTICA,,FLAVIA MILLENA BIROLI TOKARSKI,Sábado 14:55 às 18:55  , local a designar,60h,25
6589,POL0007,LEGISLATIVO E POLÍTICAS PÚBLICAS,,RAFAEL SILVEIRA E SILVA,Quinta-feira 19:00 às 21:40  , Sala de Seminários - Ipol,30h,50
6590,POL0011,COMUNICAÇÃO ELEITORAL E POLÍTICAS PÚBLICAS,,MARCELA MACHADO,Segunda-feira 19:00 às 21:40Quinta-feira 19:00 às 21:40  , Sala de Seminários - Ipol,30h,50
6591,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,CARLOS AUGUSTO MELLO MACHADO,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , ICC BT 648,60h,50
6592,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,CLAUDIA GOMES GONCALVES,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , PAT AT 013,60h,50
6593,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,RODRIGO LENTZ,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , PAT AT 013,60h,50
6594,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,THIAGO APARECIDO TRINDADE,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30  , BSA N AT 60/41,60h,50
6595,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,MARINA BRITO PINHEIRO,Sexta-feira 19:00 às 22:30  , ICC ANF. 18,60h,60
6596,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,DANIELLA NAVES DE CASTRO ROCHA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , BSA N AT 09/41,60h,100
6597,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,PABLO HOLMES CHAVES,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , BSA N AT 09/41,60h,100
6598,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,THIAGO APARECIDO TRINDADE,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , ICC ANF. 6,60h,100
6599,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,PATRÍCIA TRINDADE MARANHÃO COSTA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , ICC ANF. 6,60h,100
6600,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,DANIELLA NAVES DE CASTRO ROCHA,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , ICC ANF. 6,60h,110
6601,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,RODRIGO LENTZ,Terça-feira 19:00 às 20:40Quinta-feira 19:00 às 20:40  , ICC ANF. 5,60h,111
6602,POL0011,INTRODUÇÃO À CIÊNCIA POLÍTICA,,RICHER FERNANDO BORGES DE SOUZA,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40  , PAT AT 013,60h,50
6603,POL0012,TEORIA POLÍTICA MODERNA,,ERIKA LAURINDA AMUSQUIVAR,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , ICC ANF. 14,60h,60
6604,POL0012,TEORIA POLÍTICA MODERNA,,ERIKA LAURINDA AMUSQUIVAR,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , ICC ANF. 16,60h,60
6605,POL0012,TEORIA POLÍTICA MODERNA,,MARILDE LOIOLA DE MENEZES,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , PJC BT 005,60h,60
6606,POL0012,TEORIA POLÍTICA MODERNA,,RICHER FERNANDO BORGES DE SOUZA,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30  , BSA N A1 60/09,60h,60
6607,POL0013,TEORIA POLÍTICA CONTEMPORÂNEA,,LUIS FELIPE MIGUEL,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , PAT AT 021,60h,50
6608,POL0013,TEORIA POLÍTICA CONTEMPORÂNEA,,GRAZIELA DIAS TEIXEIRA,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , ICC BT 504,60h,50
6609,POL0013,TEORIA POLÍTICA CONTEMPORÂNEA,,RICARDO WAHRENDORFF CALDAS,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , ICC BT 552,60h,50
6610,POL0017,POLÍTICA BRASILEIRA 1,,ANINHO MUCUNDRAMO IRACHANDE,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , BSA N A1 60/09,60h,60
6611,POL0021,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 1,,CARLOS HENRIQUE CARDIM,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , PJC BT 061,60h,50
6612,POL0021,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 1,,RODRIGO LENTZ,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , Presencial,60h,50
6613,POL0021,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 1,,CARLOS MARCOS BATISTA,Quarta-feira 14:00 às 17:50  , Presencial,60h,50
6614,POL0029,TÉCNICAS DE PESQUISA EM CIÊNCIA POLÍTICA,,FREDERICO BERTHOLINI SANTOS RODRIGUES,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , PAT AT 013,60h,50
6615,POL0030,ANÁLISE POLÍTICA,,RICARDO WAHRENDORFF CALDAS,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , PAT AT 028,60h,50
6616,POL0032,POLÍTICA BRASILEIRA 2,,ANDRE BORGES DE CARVALHO,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , PAT AT 028,60h,50
6617,POL0033,TEORIA POLÍTICA CLÁSSICA,,MARILDE LOIOLA DE MENEZES,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , PJC BT 005,60h,55
6618,POL0035,POLÍTICA REGIONAL AFRICANA,,ANINHO MUCUNDRAMO IRACHANDE,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , Presencial,60h,50
6619,POL0036,PENSAMENTO POLÍTICO LATINO-AMERICANO,,JOSE ALVES DONIZETH,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , PJC BT 076,60h,50
6620,POL0037,PARTIDOS POLÍTICOS E SISTEMAS ELEITORAIS,,ARNALDO MAUERBERG JUNIOR,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , ICC ANF. 14,60h,65
6621,POL0046,PENSAMENTO POLÍTICO NO BRASIL,,CARLOS HENRIQUE CARDIM,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , PJC BT 132,60h,50
6622,POL0049,MUDANÇA POLÍTICA NA AMÉRICA DO SUL,,JOSE ALVES DONIZETH,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , BSA N A1 19/41,60h,50
6623,POL0053,POLÍTICA E ECONOMIA MUNDIAL,,JUAREZ DE SOUZA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , BSA N A1 39/41,60h,50
6624,POL0055,FUNDAMENTOS DE POLÍTICAS PÚBLICAS,,ADRIAN NICOLAS ALBALA YOUNG,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , PAT AT 021,60h,50
6625,POL0055,FUNDAMENTOS DE POLÍTICAS PÚBLICAS,,MARINA BRITO PINHEIRO,Segunda-feira 20:50 às 22:30Quarta-feira 20:50 às 22:30  , BSA N AT 39/41,60h,55
6626,POL0055,FUNDAMENTOS DE POLÍTICAS PÚBLICAS,,PAULO AFONSO FRANCISCO DE CARVALHO,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , PAT AT 013,60h,50
6627,POL0062,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 2,,RICHER FERNANDO BORGES DE SOUZA,Sexta-feira 14:00 às 17:50  , BSA N AT 39/41,60h,50
6628,POL0062,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 2,,JUAREZ DE SOUZA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , PJC BT 092,60h,50
6629,POL0062,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 2,,MICHELLE VIEIRA FERNANDEZ DE OLIVEIRA,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , Presencial,60h,50
6630,POL0065,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 3,,PAULO CARLOS DO PIN CALMON,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , Presencial,60h,50
6631,POL0065,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 3,,MAURÍCIO EBLING,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , PJC BT 125,60h,50
6632,POL0079,SEMINÁRIO DE CONJUNTURA POLÍTICA,,PAULO CARLOS DO PIN CALMON,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , Presencial,60h,20
6633,POL0080,MÉTODOS QUANTITATIVOS 1,,CARLOS MARCOS BATISTA,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , BSA N AT 60/41,60h,50
6634,POL0082,ATIVIDADE DE EXTENSÃO 1,,GRAZIELA DIAS TEIXEIRA,Sábado 19:00 às 22:30  , Local à definir.,60h,39
6635,POL0088,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 4,,REBECCA NEAERA ABERS,Segunda-feira 14:00 às 17:50  , PJC BT 093,60h,50
6636,POL0088,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 4,,PABLO HOLMES CHAVES,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , Presencial,60h,50
6637,POL0117,MÉTODOS QUANTITATIVOS APLICADOS ÀS POLÍTICAS PÚBLICAS,,CARLOS MARCOS BATISTA,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , ICC BT 504,60h,50
6638,POL0118,ÉTICA E POLÍTICA,,ERIKA LAURINDA AMUSQUIVAR,Sexta-feira 19:00 às 22:30  , BSA N A1 60/09,60h,60
6639,POL0119,"ESTADO, GOVERNO E POLÍTICAS PÚBLICAS",,MARINA BRITO PINHEIRO,Segunda-feira 19:00 às 20:40Quarta-feira 19:00 às 20:40  , PAT AT 021,60h,50
6640,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,SUELI MARIA GOMES,Segunda-feira 08:00 às 09:50Quinta-feira 10:00 às 11:50  , ANFI 08 (185),30h,30
6641,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,LUIZ ALFREDO RODRIGUES PEREIRA,Segunda-feira 08:00 às 09:50Quinta-feira 10:00 às 11:50  , ANFI 08 (185),30h,30
6642,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,SUELI MARIA GOMES,Segunda-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , ANFI 08 (185),30h,40
6643,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,LUIZ ALFREDO RODRIGUES PEREIRA,Segunda-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , ANFI 08 (185),30h,40
6644,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,SUELI MARIA GOMES,Segunda-feira 08:00 às 09:50Terça-feira 16:00 às 17:50  , ANFI 08 (185),60h,40
6645,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,LUIZ ALFREDO RODRIGUES PEREIRA,Segunda-feira 08:00 às 11:50  , ANFI 08 (185),60h,40
6646,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,LUIZ ALFREDO RODRIGUES PEREIRA,Quinta-feira 19:00 às 22:30  , SALA ICC BT 102,30h,40
6647,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,SUELI MARIA GOMES,Quinta-feira 19:00 às 22:30  , SALA ICC BT 102,30h,40
6648,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,LUIZ ALFREDO RODRIGUES PEREIRA,Segunda-feira 08:00 às 09:50Sexta-feira 10:00 às 11:50  , ANFI 08 (185),30h,40
6649,BOT0004,INTRODUCAO A ANATOMIA VEGETAL,,SUELI MARIA GOMES,Segunda-feira 08:00 às 09:50Sexta-feira 10:00 às 11:50  , ANFI 08 (185),30h,40
6650,BOT0006,ANATOMIA DAS MADEIRAS,,JULIA SONSIN OLIVEIRA,Quarta-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , ICC AT 163/8,60h,30
6651,BOT0006,ANATOMIA DAS MADEIRAS,,JULIA SONSIN OLIVEIRA,Quarta-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , ICC BT 016/62,60h,30
6652,BOT0008,FISIOLOGIA VEGETAL,,AUGUSTO CESAR FRANCO,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Quinta-feira 08:00 às 09:50  , 2ª - ANF 3 (160) e 4ª ANF 8 (185),30h,25
6653,BOT0008,FISIOLOGIA VEGETAL,,CRISTIANE DA SILVA FERREIRA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Quinta-feira 08:00 às 09:50  , 2ª - ANF 3 (160) e 4ª ANF 8 (185),30h,25
6654,BOT0008,FISIOLOGIA VEGETAL,,FABIAN BORGHETTI,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Quinta-feira 08:00 às 09:50  , 2ª - ANF 3 (160) e 4ª ANF 8 (185),30h,25
6655,BOT0008,FISIOLOGIA VEGETAL,,CRISTIANE DA SILVA FERREIRA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Quinta-feira 08:00 às 09:50  , 2ª - ANF 3 (160) e 4ª ANF 8 (185),90h,25
6656,BOT0008,FISIOLOGIA VEGETAL,,AUGUSTO CESAR FRANCO,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , 2ª - ANF 3 (160) e 4ª ANF 8 (185),90h,40
6657,BOT0008,FISIOLOGIA VEGETAL,,FABIAN BORGHETTI,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , 2ª - ANF 3 (160) e 4ª ANF 8 (185),90h,40
6658,BOT0008,FISIOLOGIA VEGETAL,,SARAH CHRISTINA CALDAS OLIVEIRA,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 17:50  , ICC AT 086,90h,40
6659,BOT0008,FISIOLOGIA VEGETAL,,SERGIO ARAUJO FIGUEIREDO,Segunda-feira 19:00 às 22:30Quarta-feira 20:50 às 22:30  , BSA S BT 41/10,90h,40
6660,BOT0013,ESTAGIO EM BOTANICA,,PAULO EDUARDO AGUIAR SARAIVA CAMARA,Sábado 08:00 às 11:50  , Depto de Botânica,60h,10
6661,BOT0013,ESTAGIO EM BOTANICA,,FABIAN BORGHETTI,Sábado 08:00 às 11:50  , Depto de Botânica,60h,10
6662,BOT0013,ESTAGIO EM BOTANICA,,ISABEL BELLONI SCHMIDT,Segunda-feira 12:00 às 13:50Terça-feira 12:00 às 13:50  , Depto de Botânica,60h,10
6663,BOT0013,ESTAGIO EM BOTANICA,,CASSIA BEATRIZ RODRIGUES MUNHOZ,Sábado 14:00 às 17:50  , Depto de Botânica,60h,6
6664,BOT0013,ESTAGIO EM BOTANICA,,THOMAS CHRISTOPHER RHYS WILLIAMS,Sábado 14:00 às 17:50  , A definir,60h,5
6665,BOT0013,ESTAGIO EM BOTANICA,,LUCIO FLAVIO DE ALENCAR FIGUEIREDO,Sábado 08:00 às 11:50  , Depto de Botânica,60h,10
6666,BOT0013,ESTAGIO EM BOTANICA,,SARAH CHRISTINA CALDAS OLIVEIRA,Segunda-feira 12:00 às 13:50Terça-feira 12:00 às 13:50  , a definir,60h,5
6667,BOT0013,ESTAGIO EM BOTANICA,,CRISTIANE DA SILVA FERREIRA,Sábado 08:00 às 11:50  , Depto de Botânica,60h,2
6668,BOT0013,ESTAGIO EM BOTANICA,,LUIZ ALFREDO RODRIGUES PEREIRA,Quarta-feira 08:00 às 11:50  , Depto de Botânica,60h,1
6669,BOT0013,ESTAGIO EM BOTANICA,,SERGIO ARAUJO FIGUEIREDO,Sábado 08:00 às 11:50  , defenir,60h,2
6670,BOT0013,ESTAGIO EM BOTANICA,,AUGUSTO CESAR FRANCO,Sábado 14:00 às 17:50  , Depto de Botânica,60h,4
6671,BOT0013,ESTAGIO EM BOTANICA,,THIAGO JOSE DE CARVALHO ANDRE,Sábado 08:00 às 11:50  , Depto de botanica,60h,5
6672,BOT0017,CULTURA DE TECIDOS DE PLANTAS,,SERGIO ARAUJO FIGUEIREDO,Quarta-feira 08:00 às 10:55  , Local à definir.,45h,4
6673,BOT0020,MORFOLOGIA E TAXONOMIA DAS CRIPTOGAMAS,,PAULO EDUARDO AGUIAR SARAIVA CAMARA,Segunda-feira 14:00 às 17:50  , ICC AT 079/8,30h,40
6674,BOT0020,MORFOLOGIA E TAXONOMIA DAS CRIPTOGAMAS,,MARIA DAS GRACAS MACHADO DE SOUZA,Segunda-feira 14:00 às 17:50  , ICC AT 079/8,30h,40
6675,BOT0020,MORFOLOGIA E TAXONOMIA DAS CRIPTOGAMAS,,PAULO EDUARDO AGUIAR SARAIVA CAMARA,Terça-feira 19:00 às 22:30  , ICC AT 079/8,30h,40
6676,BOT0020,MORFOLOGIA E TAXONOMIA DAS CRIPTOGAMAS,,MARIA DAS GRACAS MACHADO DE SOUZA,Terça-feira 19:00 às 22:30  , ICC AT 079/8,30h,40
6677,BOT0026,ESTAGIO EM ESTRUTURA MACRO E MICROSCOPICA DA MADEIRA,,JULIA SONSIN OLIVEIRA,Sábado 08:00 às 11:50  , Depto de Botânica,60h,1
6678,BOT0032,PESQUISA EM FISIOLOGIA VEGETAL,,FABIAN BORGHETTI,Sábado 16:55 às 22:30  , Local à definir.,90h,8
6679,BOT0032,PESQUISA EM FISIOLOGIA VEGETAL,,SARAH CHRISTINA CALDAS OLIVEIRA,Sábado 08:00 às 13:50  , Local à definir.,90h,8
6680,BOT0032,PESQUISA EM FISIOLOGIA VEGETAL,,THOMAS CHRISTOPHER RHYS WILLIAMS,Sábado 08:00 às 13:50  , Local à definir.,90h,4
6681,BOT0032,PESQUISA EM FISIOLOGIA VEGETAL,,AUGUSTO CESAR FRANCO,Sábado 08:00 às 13:50  , Local à definir.,90h,5
6682,BOT0032,PESQUISA EM FISIOLOGIA VEGETAL,,LUCIO FLAVIO DE ALENCAR FIGUEIREDO,Quinta-feira 08:00 às 11:50Quinta-feira 14:00 às 15:50  , Depto de Botânica,90h,2
6683,BOT0032,PESQUISA EM FISIOLOGIA VEGETAL,,SERGIO ARAUJO FIGUEIREDO,Sábado 12:00 às 17:50  , defenir,90h,2
6684,BOT0035,ESTAGIO EM TECNICAS DE HERBARIO,,REGINA CELIA DE OLIVEIRA,Segunda-feira 12:00 às 13:50Terça-feira 12:00 às 13:50  , Depto de Botânica,60h,6
6685,BOT0035,ESTAGIO EM TECNICAS DE HERBARIO,,CASSIA BEATRIZ RODRIGUES MUNHOZ,Segunda-feira 19:00 às 22:30  , Depto de Botânica,60h,5
6686,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,REGINA CELIA DE OLIVEIRA,Sexta-feira 08:00 às 11:50  , ICC AT 082,60h,30
6687,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,MICHELINE CARVALHO SILVA,Sexta-feira 08:00 às 11:50  , ICC AT 085/8,30h,40
6688,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,CASSIA BEATRIZ RODRIGUES MUNHOZ,Sexta-feira 08:00 às 11:50  , ICC AT 085/8,30h,40
6689,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,REGINA CELIA DE OLIVEIRA,Terça-feira 14:00 às 17:50  , ICC AT 077/8,30h,40
6690,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,THIAGO JOSE DE CARVALHO ANDRE,Terça-feira 14:00 às 17:50  , ICC AT 077/8,30h,40
6691,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,CASSIA BEATRIZ RODRIGUES MUNHOZ,Sexta-feira 14:00 às 17:50  , ICC AT 097/8,30h,41
6692,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,MICHELINE CARVALHO SILVA,Sexta-feira 14:00 às 17:50  , ICC AT 097/8,30h,41
6693,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,LUCIA HELENA SOARES E SILVA,Quinta-feira 08:00 às 11:50  , ICC BT 048,60h,40
6694,BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,,THIAGO JOSE DE CARVALHO ANDRE,Sexta-feira 19:00 às 22:30  , IB H1-29/10,60h,40
6695,BOT0050,BIOLOGIA REPRODUTIVA E POLINIZAÇÃO DE ANGIOSPERMAS,,THIAGO JOSE DE CARVALHO ANDRE,Quarta-feira 08:00 às 11:50  , IB H1-29/10,60h,20
6696,BOT0071,METABOLISMO E DESENVOLVIMENTO VEGETAL,,THOMAS CHRISTOPHER RHYS WILLIAMS,Segunda-feira 10:00 às 11:50Segunda-feira 14:00 às 15:50Quarta-feira 10:00 às 11:50  , IB H1 19/07,90h,40
6697,BOT0073,TÓPICOS EM BOTÂNICA 2,,MARIA DAS GRACAS MACHADO DE SOUZA,Quarta-feira 14:00 às 17:50  , IB HT 29/10,60h,20
6698,BOT0073,TÓPICOS EM BOTÂNICA 2,,MARIA DAS GRACAS MACHADO DE SOUZA,Quinta-feira 14:00 às 17:50  , IB HT 29/10,60h,12
6699,BOT0073,TÓPICOS EM BOTÂNICA 2,,REGINA CELIA DE OLIVEIRA,Quinta-feira 14:00 às 17:50  , IB HT 29/10,60h,12
6700,BOT0075,PESQUISA EM BOTÂNICA,,MARIA DAS GRACAS MACHADO DE SOUZA,Sexta-feira 16:55 às 22:30  , Depto de Botânica,90h,5
6701,BOT0077,TÓPICOS EM BOTÂNICA 1,,PAULO EDUARDO AGUIAR SARAIVA CAMARA,Quarta-feira 19:00 às 20:40  , BSA S B1 34/10,30h,40
6702,BOT0077,TÓPICOS EM BOTÂNICA 1,,PAULO EDUARDO AGUIAR SARAIVA CAMARA,Quinta-feira 16:00 às 17:50  , PAT AT 133,30h,40
6703,BOT0078,DIVERSIDADE VEGETAL,,LUCIO FLAVIO DE ALENCAR FIGUEIREDO,Quarta-feira 14:00 às 15:50Sexta-feira 08:00 às 09:50  , PJC BT 108,60h,40
6704,BOT0078,DIVERSIDADE VEGETAL,,LUCIO FLAVIO DE ALENCAR FIGUEIREDO,Quarta-feira 19:00 às 20:40Sexta-feira 19:00 às 20:40  , PJC BT 108,60h,40
6705,CEL0001,ENGENHARIA GENÉTICA,,ILDINETE SILVA PEREIRA,Sexta-feira 10:00 às 11:50Sexta-feira 14:00 às 17:50  , ICC AT 079/8,45h,20
6706,CEL0001,ENGENHARIA GENÉTICA,,JULIANA FRANCO ALMEIDA,Sexta-feira 10:00 às 11:50Sexta-feira 14:00 às 17:50  , ICC AT 079/8,45h,20
6707,CEL0001,ENGENHARIA GENÉTICA,,MARCELO DE MACEDO BRIGIDO,Sexta-feira 10:00 às 11:50Sexta-feira 14:00 às 17:50  , a designar,45h,20
6708,CEL0001,ENGENHARIA GENÉTICA,,JULIANA FRANCO ALMEIDA,Sexta-feira 10:00 às 11:50Sexta-feira 14:00 às 17:50  , a designar,45h,20
6709,CEL0002,TECNOLOGIA ENZIMÁTICA,,ELIANE FERREIRA NORONHA,Segunda-feira 08:00 às 11:50  , BSAS B254/10,30h,40
6710,CEL0002,TECNOLOGIA ENZIMÁTICA,,EDIVALDO XIMENES FERREIRA FILHO,Segunda-feira 08:00 às 11:50  , BSAS B254/10,30h,40
6711,CEL0003,MICROBIOLOGIA APLICADA,,MIGUEL DE SOUZA ANDRADE,Quinta-feira 08:55 às 12:55  , ICC AT 091/8,60h,20
6712,CEL0003,MICROBIOLOGIA APLICADA,,VICENTE DE PAULO MARTINS,Quinta-feira 08:00 às 11:50  , ICC BT 102,60h,20
6713,CEL0004,EMPREENDEDORISMO E ANÁLISE DE MERCADO EM BIOTECNOLOGIA,,CRISTINA CASTRO LUCAS DE SOUZA,Terça-feira 14:00 às 17:50  , ICC BT 102,60h,40
6714,CEL0005,BIOSSEGURANÇA,,JULIANA FRANCO ALMEIDA,Quinta-feira 16:00 às 17:50  , ICC BT 102,30h,40
6715,CEL0006,BOAS PRÁTICAS DE LABORATÓRIO E DE FABRICAÇÃO,,JULIANA FRANCO ALMEIDA,Quinta-feira 10:00 às 11:50  , BSA S BT 54/13,30h,40
6716,CEL0007,ESTÁGIO PROFISSIONAL EM BIOTECNOLOGIA,,ANAMELIA LORENZETTI BOCCA,Sábado 08:00 às 18:55  , ICC BT 012/62,180h,35
6717,CEL0008,IMUNOLOGIA APLICADA,,ANAMELIA LORENZETTI BOCCA,Quinta-feira 14:00 às 17:50  , ICC B1 244,20h,40
6718,CEL0008,IMUNOLOGIA APLICADA,,ANDREA QUEIROZ MARANHAO,Quinta-feira 14:00 às 17:50  , ICC B1 244,20h,40
6719,CEL0008,IMUNOLOGIA APLICADA,,CECILIA BEATRIZ FIUZA FAVALI,Quinta-feira 14:00 às 17:50  , ICC B1 244,20h,40
6720,CEL0009,REDAÇÃO CIENTÍFICA,,ELIDA GERALDA CAMPOS,Terça-feira 08:00 às 09:50  , BSA S BT 26/10,15h,40
6721,CEL0009,REDAÇÃO CIENTÍFICA,,MARCELO HERMES LIMA,Terça-feira 08:00 às 09:50  , BSA S BT 26/10,15h,40
6722,CEL0009,REDAÇÃO CIENTÍFICA,,ALEXIS FONSECA WELKER,Terça-feira 12:00 às 13:50  , A1 - 42/63,30h,40
6723,CEL0009,REDAÇÃO CIENTÍFICA,,ALEXIS FONSECA WELKER,Quarta-feira 12:00 às 13:50  , A1 - 42/63,30h,40
6724,CEL0011,TECNOLOGIA DE BIOPROCESSOS E FERMENTAÇÃO,,TALITA SOUZA CARMO,Quarta-feira 14:00 às 17:50  , ICC ANF 3,30h,40
6725,CEL0011,TECNOLOGIA DE BIOPROCESSOS E FERMENTAÇÃO,,ADRIANA STURION LORENZI,Quarta-feira 14:00 às 17:50  , ICC ANF 3,30h,40
6726,CEL0011,TECNOLOGIA DE BIOPROCESSOS E FERMENTAÇÃO,,ADRIANA STURION LORENZI,Segunda-feira 14:00 às 17:50  , BSA S B1 26/10,30h,40
